tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svIn,w_svTot,w_1stWon,w_2ndWon,w_SvGms,w_bpIn,w_bpTot,l_ace,l_df,l_svIn,l_svTot,l_1stWon,l_2ndWon,l_SvGms,l_bpIn,l_bpTot,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-580,Australian Open,Hard,32,A,,142,sebastian-korda,22,,Sebastian Korda,R,0,USA,0.0,lukas-klein,,Q,Lukas Klein,R,0,SVK,0.0,N/A,3,R128,0,10,1,60,65,69,56,0,50,4,6,2,60,68,65,56,0,50,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,141,roberto-carballes baena,,,Roberto Carballes Baena,R,0,ESP,0.0,alejandro-tabilo,23,,Alejandro Tabilo,R,0,CHI,0.0,N/A,3,R128,0,8,1,67,74,66,38,0,50,5,7,2,67,76,64,62,0,67,8,0,0,0,0
2025-580,Australian Open,Hard,32,A,,140,jordan-thompson,27,,Jordan Thompson,R,0,AUS,0.0,dominik-koepfer,,Q,Dominik Koepfer,R,0,GER,0.0,N/A,3,R128,0,18,3,52,67,78,59,0,67,8,5,6,60,70,73,52,0,38,3,0,0,0,0
2025-580,Australian Open,Hard,32,A,,139,arthur-cazaux,,,Arthur Cazaux,R,0,FRA,0.0,sebastian-baez,28,,Sebastian Baez,R,0,ARG,0.0,N/A,3,R128,0,1,2,76,98,66,48,0,46,6,9,1,63,90,73,51,0,64,7,0,0,0,0
2025-580,Australian Open,Hard,32,A,,138,felix-auger-aliassime,29,,Felix Auger-Aliassime,R,0,CAN,0.0,jan-lennard-struff,,,Jan-Lennard Struff,R,0,GER,0.0,N/A,3,R128,0,15,4,75,84,55,36,0,62,13,19,1,77,72,76,52,0,50,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,137,benjamin-bonzi,,,Benjamin Bonzi,R,0,FRA,0.0,david-goffin,,,David Goffin,R,0,BEL,0.0,N/A,3,R128,0,8,3,52,44,64,37,0,50,7,12,3,61,64,72,49,0,63,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,136,nuno-borges,,,Nuno Borges,R,0,POR,0.0,alexandre-muller,,,Alexandre Muller,R,0,FRA,0.0,N/A,3,R128,0,6,1,67,82,68,49,0,50,5,19,4,70,86,78,57,0,80,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,135,alejandro-davidovich fokina,,,Alejandro Davidovich Fokina,R,0,ESP,0.0,juncheng-shang,,,Juncheng Shang,R,0,CHN,0.0,N/A,3,R128,0,3,4,60,53,57,36,0,58,7,0,2,59,34,65,58,0,25,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,134,james-duckworth,,,James Duckworth,R,0,AUS,0.0,dominic-stricker,,,Dominic Stricker,R,0,SUI,0.0,N/A,3,R128,0,7,1,62,43,81,69,0,100,1,6,3,65,51,65,44,0,17,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,133,jaime-faria,,Q,Jaime Faria,R,0,POR,0.0,pavel-kotov,,,Pavel Kotov,R,0,RUS,0.0,N/A,3,R128,0,10,2,61,43,79,74,0,100,2,9,7,52,44,68,35,0,40,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,132,jacob-fearnley,,,Jacob Fearnley,R,0,GBR,0.0,nick-kyrgios,,,Nick Kyrgios,R,0,AUS,0.0,N/A,3,R128,0,17,8,68,76,82,57,0,67,2,13,8,78,92,70,35,0,82,9,0,0,0,0
2025-580,Australian Open,Hard,32,A,,131,thanasi-kokkinakis,,,Thanasi Kokkinakis,R,0,AUS,0.0,roman-safiullin,,,Roman Safiullin,R,0,RUS,0.0,N/A,3,R128,0,23,0,67,106,72,35,0,82,18,14,0,69,90,64,48,0,25,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,130,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,thiago-seyboth wild,,,Thiago Seyboth Wild,R,0,BRA,0.0,N/A,3,R128,0,23,6,69,131,77,42,0,75,12,20,0,72,118,75,68,0,50,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,129,james-mccabe,,WC,James McCabe,R,0,AUS,0.0,martin-landaluce,,Q,Martin Landaluce,R,0,ESP,0.0,N/A,3,R128,0,13,2,78,64,83,61,0,100,1,9,7,60,55,75,41,0,67,6,0,0,0,0
2025-580,Australian Open,Hard,32,A,,128,jakub-mensik,,,Jakub Mensik,R,0,CZE,0.0,nikoloz-basilashvili,,Q,Nikoloz Basilashvili,R,0,GEO,0.0,N/A,3,R128,0,10,9,50,57,77,43,0,45,5,31,8,59,74,82,47,0,92,11,0,0,0,0
2025-580,Australian Open,Hard,32,A,,127,yoshihito-nishioka,,,Yoshihito Nishioka,R,0,JPN,0.0,aziz-dougaz,,Q,Aziz Dougaz,R,0,TUN,0.0,N/A,3,R128,0,3,1,60,70,71,66,0,63,5,18,7,63,85,74,32,0,55,6,0,0,0,0
2025-580,Australian Open,Hard,32,A,,126,tristan-schoolkate,,WC,Tristan Schoolkate,R,0,AUS,0.0,taro-daniel,,,Taro Daniel,R,0,JPN,0.0,N/A,3,R128,0,23,3,63,82,76,67,0,75,6,8,0,79,101,68,52,0,58,7,0,0,0,0
2025-580,Australian Open,Hard,32,A,,125,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,damir-dzumhur,,,Damir Dzumhur,R,0,BIH,0.0,N/A,3,R128,0,3,3,88,131,57,61,0,47,7,22,0,83,109,71,45,0,60,6,0,0,0,0
2025-580,Australian Open,Hard,32,A,,124,alexander-zverev,2,,Alexander Zverev,R,0,GER,0.0,lucas-pouille,,WC,Lucas Pouille,R,0,FRA,0.0,N/A,3,R128,0,3,7,55,62,73,41,0,84,16,18,1,73,64,78,63,0,100,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,123,casper-ruud,6,,Casper Ruud,R,0,NOR,0.0,jaume-munar,,,Jaume Munar,R,0,ESP,0.0,N/A,3,R128,0,7,2,67,83,69,58,0,38,3,10,2,65,90,73,38,0,58,7,0,0,0,0
2025-580,Australian Open,Hard,32,A,,122,ugo-humbert,14,,Ugo Humbert,R,0,FRA,0.0,matteo-gigante,,Q,Matteo Gigante,R,0,ITA,0.0,N/A,3,R128,0,9,4,60,64,75,62,0,67,2,16,7,62,74,77,49,0,67,6,0,0,0,0
2025-580,Australian Open,Hard,32,A,,121,arthur-fils,20,,Arthur Fils,R,0,FRA,0.0,otto-virtanen,,,Otto Virtanen,R,0,FIN,0.0,N/A,3,R128,0,11,12,56,82,71,52,0,70,7,15,2,64,74,81,55,0,50,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,120,jiri-lehecka,24,,Jiri Lehecka,R,0,CZE,0.0,li-tu,,WC,Li Tu,R,0,AUS,0.0,N/A,3,R128,0,13,2,68,70,81,70,0,75,3,8,2,64,69,75,50,0,50,3,0,0,0,0
2025-580,Australian Open,Hard,32,A,,119,tomas-machac,26,,Tomas Machac,R,0,CZE,0.0,sumit-nagal,,,Sumit Nagal,R,0,IND,0.0,N/A,3,R128,0,0,5,68,58,53,37,0,53,8,7,4,50,41,80,56,0,71,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,118,hugo-gaston,,,Hugo Gaston,R,0,FRA,0.0,omar-jasika,,WC,Omar Jasika,R,0,AUS,0.0,N/A,3,R128,0,12,2,62,62,76,53,0,78,7,2,3,79,85,60,35,0,36,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,117,hady-habib,,Q,Hady Habib,R,0,LBN,0.0,yunchaokete-bu,,,Yunchaokete Bu,R,0,CHN,0.0,N/A,3,R128,0,18,1,66,59,88,77,0,0,0,13,3,58,65,69,62,0,60,3,0,0,0,0
2025-580,Australian Open,Hard,32,A,,116,quentin-halys,,,Quentin Halys,R,0,FRA,0.0,adam-walton,,,Adam Walton,R,0,AUS,0.0,N/A,3,R128,0,11,1,65,99,78,66,0,60,3,31,6,60,97,84,50,0,67,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,115,pedro-martinez,,,Pedro Martinez,R,0,ESP,0.0,luciano-darderi,,,Luciano Darderi,R,0,ITA,0.0,N/A,3,R128,0,1,2,76,32,72,60,0,80,4,3,2,65,37,51,35,0,50,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,114,kei-nishikori,,,Kei Nishikori,R,0,JPN,0.0,thiago-monteiro,,Q,Thiago Monteiro,R,0,BRA,0.0,N/A,3,R128,0,17,3,71,100,81,58,0,86,6,21,5,64,109,74,50,0,74,14,0,0,0,0
2025-580,Australian Open,Hard,32,A,,113,reilly-opelka,,,Reilly Opelka,R,0,USA,0.0,gauthier-onclin,,Q,Gauthier Onclin,R,0,BEL,0.0,N/A,3,R128,0,1,3,73,79,62,62,0,43,3,27,3,72,100,73,33,0,77,10,0,0,0,0
2025-580,Australian Open,Hard,32,A,,112,dominik-koepfer,1,,Dominik Koepfer,R,0,GER,0.0,blake-ellis,,WC,Blake Ellis,R,0,AUS,0.0,N/A,3,Unknown,0,2,4,56,40,78,58,0,67,2,4,2,62,56,73,40,0,79,11,0,0,0,0
2025-580,Australian Open,Hard,32,A,,111,tristan-boyer,26,,Tristan Boyer,R,0,USA,0.0,christopher-eubanks,4,,Christopher Eubanks,R,0,USA,0.0,N/A,3,Unknown,0,7,0,90,62,61,57,0,71,5,3,1,87,46,76,71,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,110,thiago-monteiro,6,,Thiago Monteiro,R,0,BRA,0.0,kimmer-coppejans,,,Kimmer Coppejans,R,0,BEL,0.0,N/A,3,Unknown,0,6,0,96,44,91,0,0,0,0,3,0,98,48,71,0,0,50,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,109,joao-fonseca,,,Joao Fonseca,R,0,BRA,0.0,thiago agustin-tirante,12,,Thiago Agustin Tirante,R,0,ARG,0.0,N/A,3,Unknown,0,3,2,62,44,57,41,0,71,10,3,1,71,35,77,64,0,83,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,108,kamil-majchrzak,14,,Kamil Majchrzak,R,0,POL,0.0,billy-harris,19,,Billy Harris,R,0,GBR,0.0,N/A,3,Unknown,0,10,0,68,42,76,50,0,83,5,4,1,64,48,67,33,0,73,11,0,0,0,0
2025-580,Australian Open,Hard,32,A,,107,learner-tien,16,,Learner Tien,R,0,USA,0.0,jozef-kovalik,21,,Jozef Kovalik,R,0,SVK,0.0,N/A,3,Unknown,0,7,5,55,29,90,58,0,100,1,7,5,60,32,72,52,0,33,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,106,jaime-faria,17,,Jaime Faria,R,0,POR,0.0,mark-lajal,,,Mark Lajal,R,0,EST,0.0,N/A,3,Unknown,0,7,3,75,64,70,48,0,60,3,14,9,67,62,74,40,0,60,3,0,0,0,0
2025-580,Australian Open,Hard,32,A,,105,cristian-garin,,,Cristian Garin,R,0,CHI,0.0,hugo-dellien,18,,Hugo Dellien,R,0,BOL,0.0,N/A,3,Unknown,0,3,1,74,34,76,50,0,80,4,1,2,67,38,58,26,0,29,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,104,gauthier-onclin,,,Gauthier Onclin,R,0,BEL,0.0,mackenzie-mcdonald,25,,Mackenzie McDonald,R,0,USA,0.0,N/A,3,Unknown,0,0,2,71,84,71,50,0,67,4,9,6,69,69,70,39,0,56,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,103,lukas-klein,28,,Lukas Klein,R,0,SVK,0.0,terence-atmane,,,Terence Atmane,R,0,FRA,0.0,N/A,3,Unknown,0,3,6,60,30,67,30,0,33,2,6,0,67,32,78,63,0,100,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,102,matteo-gigante,32,,Matteo Gigante,R,0,ITA,0.0,henrique-rocha,,,Henrique Rocha,R,0,POR,0.0,N/A,3,Unknown,0,8,4,79,48,71,38,0,40,2,6,4,73,48,77,56,0,50,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,101,nikoloz-basilashvili,,,Nikoloz Basilashvili,R,0,GEO,0.0,francesco-passaro,,,Francesco Passaro,R,0,ITA,0.0,N/A,3,Unknown,0,7,3,89,56,64,14,0,50,3,8,9,74,58,72,40,0,100,6,0,0,0,0
2025-580,Australian Open,Hard,32,A,,100,aziz-dougaz,,,Aziz Dougaz,R,0,TUN,0.0,borna-gojo,,,Borna Gojo,R,0,CRO,0.0,N/A,3,Unknown,0,14,4,71,65,74,44,0,88,7,5,5,59,50,70,49,0,57,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,99,hady-habib,,,Hady Habib,R,0,LBN,0.0,clement-chidekh,,,Clement Chidekh,R,0,FRA,0.0,N/A,3,Unknown,0,21,4,65,65,71,29,0,38,3,1,7,63,94,64,41,0,78,21,0,0,0,0
2025-580,Australian Open,Hard,32,A,,98,mitchell-krueger,,,Mitchell Krueger,R,0,USA,0.0,yasutaka-uchiyama,,,Yasutaka Uchiyama,R,0,JPN,0.0,N/A,3,Unknown,0,20,2,73,69,75,31,0,43,3,9,0,79,62,79,63,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,97,martin-landaluce,,,Martin Landaluce,R,0,ESP,0.0,dalibor-svrcina,,,Dalibor Svrcina,R,0,CZE,0.0,N/A,3,Unknown,0,0,11,57,52,69,33,0,50,6,1,5,68,53,64,20,0,50,7,0,0,0,0
2025-580,Australian Open,Hard,32,A,,96,dominik-koepfer,1,,Dominik Koepfer,R,0,GER,0.0,ethan-quinn,,,Ethan Quinn,R,0,USA,0.0,N/A,3,Unknown,0,0,0,57,49,71,43,0,43,3,0,0,64,56,61,41,0,25,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,95,terence-atmane,,,Terence Atmane,R,0,FRA,0.0,mattia-bellucci,2,,Mattia Bellucci,R,0,ITA,0.0,N/A,3,Unknown,0,3,4,58,42,71,48,0,0,0,9,3,64,41,78,52,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,94,henrique-rocha,,,Henrique Rocha,R,0,POR,0.0,marton-fucsovics,3,,Marton Fucsovics,R,0,HUN,0.0,N/A,3,Unknown,0,2,2,55,38,63,52,0,33,1,4,0,63,41,76,58,0,100,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,93,christopher-eubanks,4,,Christopher Eubanks,R,0,USA,0.0,alejandro-moro canas,,,Alejandro Moro Canas,R,0,ESP,0.0,N/A,3,Unknown,0,13,2,80,39,85,50,0,100,1,4,1,70,31,68,54,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,92,thiago-monteiro,6,,Thiago Monteiro,R,0,BRA,0.0,valentin-royer,,,Valentin Royer,R,0,FRA,0.0,N/A,3,Unknown,0,7,2,72,52,83,55,0,100,7,4,4,80,44,80,36,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,91,gauthier-onclin,,,Gauthier Onclin,R,0,BEL,0.0,aleksandar-kovacevic,7,,Aleksandar Kovacevic,R,0,USA,0.0,N/A,3,Unknown,0,10,1,47,46,80,47,0,43,3,4,1,64,61,77,40,0,71,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,90,thiago agustin-tirante,12,,Thiago Agustin Tirante,R,0,ARG,0.0,titouan-droguet,,,Titouan Droguet,R,0,FRA,0.0,N/A,3,Unknown,0,6,3,48,34,82,65,0,100,5,8,2,69,46,70,71,0,50,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,89,kamil-majchrzak,14,,Kamil Majchrzak,R,0,POL,0.0,zachary-svajda,,,Zachary Svajda,R,0,USA,0.0,N/A,3,Unknown,0,4,0,74,61,84,57,0,100,2,5,0,69,59,61,62,0,33,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,88,learner-tien,16,,Learner Tien,R,0,USA,0.0,juan pablo-ficovich,,,Juan Pablo Ficovich,R,0,ARG,0.0,N/A,3,Unknown,0,0,1,88,45,82,50,0,100,4,0,2,85,52,58,33,0,25,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,87,jaime-faria,17,,Jaime Faria,R,0,POR,0.0,dane-sweeny,,WC,Dane Sweeny,R,0,AUS,0.0,N/A,3,Unknown,0,2,1,76,35,57,18,0,38,3,5,4,62,29,72,61,0,67,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,86,billy-harris,19,,Billy Harris,R,0,GBR,0.0,carlos-taberner,,,Carlos Taberner,R,0,ESP,0.0,N/A,3,Unknown,0,1,5,57,29,62,27,0,56,5,2,1,72,31,84,67,0,100,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,85,jozef-kovalik,21,,Jozef Kovalik,R,0,SVK,0.0,august-holmgren,,,August Holmgren,R,0,DEN,0.0,N/A,3,Unknown,0,5,2,78,73,66,50,0,29,2,6,6,79,95,65,50,0,70,7,0,0,0,0
2025-580,Australian Open,Hard,32,A,,84,borna-gojo,,,Borna Gojo,R,0,CRO,0.0,vit-kopriva,24,,Vit Kopriva,R,0,CZE,0.0,N/A,3,Unknown,0,10,3,81,54,80,38,0,0,0,4,5,66,49,65,56,0,40,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,83,mackenzie-mcdonald,25,,Mackenzie McDonald,R,0,USA,0.0,brandon-holt,,,Brandon Holt,R,0,USA,0.0,N/A,3,Unknown,0,8,0,91,61,59,83,0,20,1,14,1,80,51,75,23,0,83,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,82,tristan-boyer,26,,Tristan Boyer,R,0,USA,0.0,tomas-barrios vera,,,Tomas Barrios Vera,R,0,CHI,0.0,N/A,3,Unknown,0,3,0,85,68,65,75,0,25,1,11,1,77,61,79,61,0,33,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,81,lukas-klein,28,,Lukas Klein,R,0,SVK,0.0,eliot-spizzirri,,,Eliot Spizzirri,R,0,USA,0.0,N/A,3,Unknown,0,0,0,69,35,71,50,0,50,2,2,3,80,57,74,36,0,100,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,80,kimmer-coppejans,,,Kimmer Coppejans,R,0,BEL,0.0,valentin-vacherot,31,,Valentin Vacherot,R,0,MON,0.0,N/A,3,Unknown,0,7,0,78,45,89,62,0,0,0,8,2,83,58,69,58,0,50,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,79,matteo-gigante,32,,Matteo Gigante,R,0,ITA,0.0,lukas-neumayer,,,Lukas Neumayer,R,0,AUT,0.0,N/A,3,Unknown,0,4,2,64,46,63,42,0,67,6,12,4,81,43,81,40,0,50,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,78,nikoloz-basilashvili,,,Nikoloz Basilashvili,R,0,GEO,0.0,alibek-kachmazov,,,Alibek Kachmazov,R,0,RUS,0.0,N/A,3,Unknown,0,7,3,70,51,75,50,0,50,2,6,2,75,51,65,53,0,50,3,0,0,0,0
2025-580,Australian Open,Hard,32,A,,77,aziz-dougaz,,,Aziz Dougaz,R,0,TUN,0.0,benjamin-hassan,,,Benjamin Hassan,R,0,LBN,0.0,N/A,3,Unknown,0,5,5,63,64,64,73,0,82,9,5,6,66,65,83,47,0,75,6,0,0,0,0
2025-580,Australian Open,Hard,32,A,,76,blake-ellis,,WC,Blake Ellis,R,0,AUS,0.0,yosuke-watanuki,,,Yosuke Watanuki,R,0,JPN,0.0,N/A,3,Unknown,0,9,2,67,33,79,63,0,0,0,6,2,52,23,65,52,0,25,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,75,joao-fonseca,,,Joao Fonseca,R,0,BRA,0.0,coleman-wong,,,Coleman Wong,R,0,HKG,0.0,N/A,3,Unknown,0,4,4,81,44,50,20,0,38,3,6,1,87,33,82,40,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,74,mark-lajal,,,Mark Lajal,R,0,EST,0.0,sho-shimabukuro,,,Sho Shimabukuro,R,0,JPN,0.0,N/A,3,Unknown,0,11,2,66,62,79,50,0,67,4,11,7,63,61,82,47,0,75,3,0,0,0,0
2025-580,Australian Open,Hard,32,A,,73,martin-landaluce,,,Martin Landaluce,R,0,ESP,0.0,james-trotter,,,James Trotter,R,0,JPN,0.0,N/A,3,Unknown,0,3,6,67,44,82,41,0,67,2,10,4,62,46,70,43,0,57,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,72,francesco-passaro,,,Francesco Passaro,R,0,ITA,0.0,javier-barranco cosano,,,Javier Barranco Cosano,R,0,ESP,0.0,N/A,3,Unknown,0,8,2,76,84,70,41,0,57,4,4,9,60,73,67,43,0,84,16,0,0,0,0
2025-580,Australian Open,Hard,32,A,,71,dalibor-svrcina,,,Dalibor Svrcina,R,0,CZE,0.0,khumoyun-sultanov,,,Khumoyun Sultanov,R,0,UZB,0.0,N/A,3,Unknown,0,2,7,57,40,63,37,0,45,5,5,1,62,45,51,50,0,42,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,70,cristian-garin,,,Cristian Garin,R,0,CHI,0.0,laslo-djere,10,,Laslo Djere,R,0,SRB,0.0,N/A,3,Unknown,0,7,2,67,56,68,57,0,56,5,3,2,60,54,63,50,0,69,9,0,0,0,0
2025-580,Australian Open,Hard,32,A,,69,hady-habib,,,Hady Habib,R,0,LBN,0.0,chun-hsin-tseng,13,,Chun-Hsin Tseng,R,0,TPE,0.0,N/A,3,Unknown,0,8,2,69,53,81,29,0,80,4,17,0,85,61,77,45,0,50,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,68,hugo-dellien,18,,Hugo Dellien,R,0,BOL,0.0,maks-kasnikowski,,,Maks Kasnikowski,R,0,POL,0.0,N/A,3,Unknown,0,6,3,65,60,75,45,0,50,3,6,1,67,51,78,60,0,50,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,67,clement-chidekh,,,Clement Chidekh,R,0,FRA,0.0,jerome-kym,27,,Jerome Kym,R,0,SUI,0.0,N/A,3,Unknown,0,5,8,56,64,67,52,0,82,9,19,6,61,67,73,28,0,50,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,66,mitchell-krueger,,,Mitchell Krueger,R,0,USA,0.0,duje-ajdukovic,,,Duje Ajdukovic,R,0,CRO,0.0,N/A,3,Unknown,0,5,0,68,40,78,58,0,67,2,5,0,70,31,71,38,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,65,yasutaka-uchiyama,,,Yasutaka Uchiyama,R,0,JPN,0.0,adolfo daniel-vallejo,,,Adolfo Daniel Vallejo,R,0,PAR,0.0,N/A,3,Unknown,0,5,0,61,60,70,50,0,67,6,3,6,57,55,65,51,0,50,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,64,dominik-koepfer,1,,Dominik Koepfer,R,0,GER,0.0,ignacio-buse,,,Ignacio Buse,R,0,PER,0.0,N/A,3,Unknown,0,5,9,56,53,74,52,0,40,2,6,1,71,74,72,40,0,82,9,0,0,0,0
2025-580,Australian Open,Hard,32,A,,63,mattia-bellucci,2,,Mattia Bellucci,R,0,ITA,0.0,pavle-marinkov,,WC,Pavle Marinkov,R,0,AUS,0.0,N/A,3,Unknown,0,10,2,58,30,83,68,0,100,1,4,5,65,42,69,35,0,25,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,62,marton-fucsovics,3,,Marton Fucsovics,R,0,HUN,0.0,oriol-roca batalla,,,Oriol Roca Batalla,R,0,ESP,0.0,N/A,3,Unknown,0,5,1,71,34,76,79,0,50,1,0,3,71,46,63,42,0,50,3,0,0,0,0
2025-580,Australian Open,Hard,32,A,,61,thiago-monteiro,6,,Thiago Monteiro,R,0,BRA,0.0,jason-kubler,,,Jason Kubler,R,0,AUS,0.0,N/A,3,Unknown,0,12,4,62,48,81,62,0,80,4,7,2,70,57,68,67,0,67,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,60,aziz-dougaz,,,Aziz Dougaz,R,0,TUN,0.0,jesper-de jong,8,,Jesper de Jong,R,0,NED,0.0,N/A,3,Unknown,0,8,3,62,63,75,41,0,50,4,10,3,79,92,71,50,0,71,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,59,mark-lajal,,,Mark Lajal,R,0,EST,0.0,mikhail-kukushkin,9,,Mikhail Kukushkin,R,0,KAZ,0.0,N/A,3,Unknown,0,1,1,71,30,40,25,0,14,1,6,1,72,31,77,42,0,50,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,58,thiago agustin-tirante,12,,Thiago Agustin Tirante,R,0,ARG,0.0,jurij-rodionov,,,Jurij Rodionov,R,0,AUT,0.0,N/A,3,Unknown,0,6,3,70,75,69,53,0,50,3,11,5,67,78,74,37,0,63,5,0,0,0,0
2025-580,Australian Open,Hard,32,A,,57,kamil-majchrzak,14,,Kamil Majchrzak,R,0,POL,0.0,marco-trungelliti,,,Marco Trungelliti,R,0,ARG,0.0,N/A,3,Unknown,0,6,4,56,66,74,50,0,81,13,8,3,62,59,75,42,0,50,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,56,jaime-faria,17,,Jaime Faria,R,0,POR,0.0,gijs-brouwer,,,Gijs Brouwer,R,0,NED,0.0,N/A,3,Unknown,0,6,2,77,36,78,36,0,60,3,5,3,61,35,80,68,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,55,billy-harris,19,,Billy Harris,R,0,GBR,0.0,yuta-shimizu,,,Yuta Shimizu,R,0,JPN,0.0,N/A,3,Unknown,0,10,1,71,60,82,58,0,50,2,6,2,67,63,75,61,0,100,2,0,0,0,0
2025-580,Australian Open,Hard,32,A,,54,jozef-kovalik,21,,Jozef Kovalik,R,0,SVK,0.0,bernard-tomic,,,Bernard Tomic,R,0,AUS,0.0,N/A,3,Unknown,0,3,1,58,29,62,33,0,33,2,6,2,69,31,77,71,0,0,0,0,0,0,0
2025-580,Australian Open,Hard,32,A,,53,alibek-kachmazov,,,Alibek Kachmazov,R,0,RUS,0.0,shintaro-mochizuki,22,,Shintaro Mochizuki,R,0,JPN,0.0,N/A,3,Unknown,0,6,0,58,33,73,58,0,0,0,0,1,55,29,66,50,0,25,1,0,0,0,0
2025-580,Australian Open,Hard,32,A,,52,vit-kopriva,24,,Vit Kopriva,R,0,CZE,0.0,constant-lestienne,,,Constant Lestienne,R,0,FRA,0.0,N/A,3,Unknown,0,0,0,84,38,37,43,0,38,3,3,1,74,32,63,64,0,60,3,0,0,0,0
2025-580,Australian Open,Hard,32,A,,51,tristan-boyer,26,,Tristan Boyer,R,0,USA,0.0,rei-sakamoto,,WC,Rei Sakamoto,R,0,JPN,0.0,N/A,3,Unknown,0,6,1,58,26,46,32,0,29,2,5,1,60,30,70,60,0,100,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,50,lukas-klein,28,,Lukas Klein,R,0,SVK,0.0,alexis-galarneau,,,Alexis Galarneau,R,0,CAN,0.0,N/A,3,Unknown,0,2,2,78,76,70,38,0,57,4,6,4,73,65,74,42,0,67,4,0,0,0,0
2025-580,Australian Open,Hard,32,A,,49,joao-fonseca,,,Joao Fonseca,R,0,BRA,0.0,federico agustin-gomez,29,,Federico Agustin Gomez,R,0,ARG,0.0,N/A,3,Unknown,0,2,1,88,29,86,75,0,0,0,4,4,70,44,57,32,0,60,6,0,0,0,0
2025-580,Australian Open,Hard,32,A,,48,yosuke-watanuki,,,Yosuke Watanuki,R,0,JPN,0.0,juan manuel-cerundolo,30,,Juan Manuel Cerundolo,R,0,ARG,0.0,N/A,3,Unknown,0,9,3,66,41,73,57,0,33,1,1,7,63,49,69,31,0,43,3,0,0,0,0
