tourney_name,winner_name,loser_name,score
Perth Sydney,Elena Rybakina(9),Jessica Bouzas Maneiro(14),score_simulé
Monte Carlo,Carlos Alcaraz(2),Lorenzo Musetti(13),score_simulé
Monte Carlo,Carlos Alcaraz(2),Alejandro Davidovich Fokina,score_simulé
Monte Carlo,Lorenzo Musetti(13),Alex de Minaur(8),score_simulé
Monte Carlo,Carlos Alcaraz(2),Arthur Fils(12),score_simulé
Monte Carlo,Lorenzo Musetti(13),Stefanos Tsitsipas(6),score_simulé
Monte Carlo,Alex de Minaur(8),Grigor Dimitrov(15),score_simulé
Monte Carlo,Alejandro Davidovich Fokina,Alexei Popyrin,score_simulé
Monte Carlo,Carlos Alcaraz(2),Daniel Altmaier(Q),score_simulé
Monte Carlo,Alexei Popyrin,Casper Ruud(4),score_simulé
Monte Carlo,Alejandro Davidovich Fokina,Jack Draper(5),score_simulé
Monte Carlo,Stefanos Tsitsipas(6),Nuno Borges,score_simulé
Monte Carlo,Arthur Fils(12),Andrey Rublev(7),score_simulé
Monte Carlo,Alex de Minaur(8),Daniil Medvedev(9),score_simulé
Monte Carlo,Lorenzo Musetti(13),Matteo Berrettini,score_simulé
Monte Carlo,Grigor Dimitrov(15),Alejandro Tabilo,score_simulé
Monte Carlo,Carlos Alcaraz(2),Francisco Cerundolo,score_simulé
Monte Carlo,Alejandro Tabilo,Novak Djokovic(3),score_simulé
Monte Carlo,Casper Ruud(4),Roberto Bautista Agut,score_simulé
Monte Carlo,Andrey Rublev(7),Gael Monfils,score_simulé
Monte Carlo,Alex de Minaur(8),Tomas Machac,score_simulé
Monte Carlo,Daniil Medvedev(9),Alexandre Muller,score_simulé
Monte Carlo,Arthur Fils(12),Flavio Cobolli,score_simulé
Monte Carlo,Lorenzo Musetti(13),Jiri Lehecka,score_simulé
Monte Carlo,Alexei Popyrin,Frances Tiafoe(14),score_simulé
Monte Carlo,Grigor Dimitrov(15),Valentin Vacherot(WC),score_simulé
Monte Carlo,Daniel Altmaier(Q),Richard Gasquet(WC),score_simulé
Monte Carlo,Nuno Borges,Pedro Martinez,score_simulé
Monte Carlo,Alejandro Davidovich Fokina,Tomas Martin Etcheverry,score_simulé
Monte Carlo,Matteo Berrettini,Alexander Zverev(1),score_simulé
Monte Carlo,Jack Draper(5),Marcos Giron,score_simulé
Monte Carlo,Stefanos Tsitsipas(6),Jordan Thompson,score_simulé
Monte Carlo,Nuno Borges,Holger Rune(10),score_simulé
Monte Carlo,Arthur Fils(12),Tallon Griekspoor,score_simulé
Monte Carlo,Frances Tiafoe(14),Miomir Kecmanovic,score_simulé
Monte Carlo,Grigor Dimitrov(15),Nicolas Jarry,score_simulé
Monte Carlo,Roberto Bautista Agut,Brandon Nakashima,score_simulé
Monte Carlo,Flavio Cobolli,Dusan Lajovic(Q),score_simulé
Monte Carlo,Tomas Martin Etcheverry,Corentin Moutet(Q),score_simulé
Monte Carlo,Tomas Machac,Sebastian Baez,score_simulé
Monte Carlo,Pedro Martinez,Lorenzo Sonego,score_simulé
Monte Carlo,Alexei Popyrin,Ugo Humbert,score_simulé
Monte Carlo,Daniil Medvedev(9),Karen Khachanov,score_simulé
Monte Carlo,Alejandro Davidovich Fokina,Ben Shelton(11),score_simulé
Monte Carlo,Lorenzo Musetti(13),Yunchaokete Bu(Q),score_simulé
Monte Carlo,Daniel Altmaier(Q),Felix Auger-Aliassime(16),score_simulé
Monte Carlo,Matteo Berrettini,Mariano Navone(Q),score_simulé
Monte Carlo,Francisco Cerundolo,Fabio Fognini(WC),score_simulé
Monte Carlo,Marcos Giron,Denis Shapovalov,score_simulé
Monte Carlo,Jiri Lehecka,Sebastian Korda,score_simulé
Monte Carlo,Gael Monfils,Fabian Marozsan(Q),score_simulé
Monte Carlo,Alexandre Muller,Camilo Ugo Carabelli(Q),score_simulé
Monte Carlo,Alejandro Tabilo,Stan Wawrinka(WC),score_simulé
Monte Carlo,Richard Gasquet(WC),Matteo Arnaldi,score_simulé
Monte Carlo,Jordan Thompson,Giovanni Mpetshi Perricard,score_simulé
Monte Carlo,Valentin Vacherot(WC),Jan-Lennard Struff,score_simulé
Monte Carlo,Corentin Moutet(12),David Goffin(2),score_simulé
Monte Carlo,Mariano Navone(4),Arthur Rinderknech(11),score_simulé
Monte Carlo,Camilo Ugo Carabelli(6),Hamad Medjedovic(10),score_simulé
Monte Carlo,Yunchaokete Bu(8),Albert Ramos-Vinolas(WC),score_simulé
Monte Carlo,Fabian Marozsan,Mattia Bellucci(9),score_simulé
Monte Carlo,Daniel Altmaier,Pierre-Hugues Herbert(WC),score_simulé
Monte Carlo,Dusan Lajovic(WC),Laslo Djere,score_simulé
Monte Carlo,Fabian Marozsan,Zizou Bergs(1),score_simulé
Monte Carlo,David Goffin(2),Yannick Hanfmann,score_simulé
Monte Carlo,Daniel Altmaier,Jaume Munar(3),score_simulé
Monte Carlo,Mariano Navone(4),Chun-Hsin Tseng(Alt),score_simulé
Monte Carlo,Albert Ramos-Vinolas(WC),Benjamin Bonzi(5),score_simulé
Monte Carlo,Camilo Ugo Carabelli(6),Hugo Gaston,score_simulé
Monte Carlo,Laslo Djere,Francisco Comesana(7),score_simulé
Monte Carlo,Yunchaokete Bu(8),Nicolai Budkov Kjaer(WC),score_simulé
Monte Carlo,Mattia Bellucci(9),Cameron Norrie,score_simulé
Monte Carlo,Hamad Medjedovic(10),Borna Gojo(PR),score_simulé
Monte Carlo,Arthur Rinderknech(11),Luca Nardi,score_simulé
Monte Carlo,Corentin Moutet(12),Gabriel Diallo,score_simulé
Monte Carlo,Pierre-Hugues Herbert(WC),Aleksandar Vukic(13),score_simulé
Monte Carlo,Dusan Lajovic(WC),Alexander Bublik(14),score_simulé
Houston,Jenson Brooksby(Q),Frances Tiafoe(2),score_simulé
Houston,Jenson Brooksby(Q),Tommy Paul(1),score_simulé
Houston,Frances Tiafoe(2),Brandon Nakashima(4),score_simulé
Houston,Tommy Paul(1),Colton Smith(Q),score_simulé
Houston,Frances Tiafoe(2),Alex Michelsen(5),score_simulé
Houston,Brandon Nakashima(4),Christopher Eubanks,score_simulé
Houston,Jenson Brooksby(Q),Aleksandar Kovacevic,score_simulé
Houston,Frances Tiafoe(2),Adam Walton,score_simulé
Houston,Brandon Nakashima(4),Mackenzie McDonald,score_simulé
Houston,Alex Michelsen(5),Adrian Mannarino(LL),score_simulé
Houston,Christopher Eubanks,Kei Nishikori(8),score_simulé
Houston,Tommy Paul(1),Cristian Garin(WC),score_simulé
Houston,Jenson Brooksby(Q),Alejandro Tabilo(3),score_simulé
Houston,Aleksandar Kovacevic,Corentin Denolly(Q),score_simulé
Houston,Colton Smith(Q),Ethan Quinn(WC),score_simulé
Houston,Ethan Quinn(WC),Jordan Thompson(6),score_simulé
Houston,Kei Nishikori(8),Mitchell Krueger(Q),score_simulé
Houston,Christopher Eubanks,Rinky Hijikata,score_simulé
Houston,Adrian Mannarino(LL),Yannick Hanfmann,score_simulé
Houston,Mackenzie McDonald,Daniel Elahi Galan,score_simulé
Houston,Colton Smith(Q),James Duckworth,score_simulé
Houston,Adam Walton,Michael Mmoh(WC),score_simulé
Houston,Alex Michelsen(5),Learner Tien,score_simulé
Houston,Aleksandar Kovacevic,Tomas Martin Etcheverry(7),score_simulé
Houston,Jenson Brooksby(Q),Taro Daniel,score_simulé
Houston,Corentin Denolly(Q),Brandon Holt,score_simulé
Houston,Cristian Garin(WC),Alexander Ritschard,score_simulé
Houston,Mitchell Krueger(2),Patrick Zahraj(8/Alt),score_simulé
Houston,Corentin Denolly,Adrian Mannarino(3/Alt),score_simulé
Houston,Colton Smith(6/WC),Liam Draxl(4),score_simulé
Houston,Jenson Brooksby(WC),Patrick Maloney,score_simulé
Houston,Jenson Brooksby(WC),Federico Agustin Gomez(1),score_simulé
Houston,Mitchell Krueger(2),Toby Kodat,score_simulé
Houston,Adrian Mannarino(3/Alt),Naoki Nakagawa,score_simulé
Houston,Liam Draxl(4),William Grant(Alt),score_simulé
Houston,Corentin Denolly,James Trotter(5),score_simulé
Houston,Colton Smith(6/WC),Evan Zhu(Alt),score_simulé
Houston,Patrick Maloney,Andres Andrade(7),score_simulé
Houston,Patrick Zahraj(8/Alt),Felix Corwin(Alt),score_simulé
Hong Kong,Alexandre Muller,Kei Nishikori(WC),score_simulé
Hong Kong,Alexandre Muller,Jaume Munar,score_simulé
Hong Kong,Kei Nishikori(WC),Juncheng Shang,score_simulé
Hong Kong,Jaume Munar,Lorenzo Musetti(2),score_simulé
Hong Kong,Alexandre Muller,Arthur Fils(4),score_simulé
Hong Kong,Kei Nishikori(WC),Cameron Norrie,score_simulé
Hong Kong,Juncheng Shang,Fabian Marozsan,score_simulé
Hong Kong,Fabian Marozsan,Andrey Rublev(1),score_simulé
Hong Kong,Lorenzo Musetti(2),Gabriel Diallo(Q),score_simulé
Hong Kong,Jaume Munar,Nuno Borges(5),score_simulé
Hong Kong,Juncheng Shang,Pedro Martinez(7),score_simulé
Hong Kong,Kei Nishikori(WC),Karen Khachanov(3),score_simulé
Hong Kong,Arthur Fils(4),Zizou Bergs(WC),score_simulé
Hong Kong,Alexandre Muller,Miomir Kecmanovic,score_simulé
Hong Kong,Cameron Norrie,Lorenzo Sonego,score_simulé
Hong Kong,Nuno Borges(5),Yunchaokete Bu,score_simulé
Hong Kong,Pedro Martinez(7),Francesco Passaro(Q),score_simulé
Hong Kong,Zizou Bergs(WC),Alejandro Moro Canas(Q),score_simulé
Hong Kong,Gabriel Diallo(Q),Roberto Carballes Baena,score_simulé
Hong Kong,Alexandre Muller,Marc-Andrea Huesler(Q),score_simulé
Hong Kong,Jaume Munar,Alejandro Davidovich Fokina,score_simulé
Hong Kong,Kei Nishikori(WC),Denis Shapovalov,score_simulé
Hong Kong,Juncheng Shang,Coleman Wong(WC),score_simulé
Hong Kong,Lorenzo Sonego,Brandon Nakashima(6),score_simulé
Hong Kong,Miomir Kecmanovic,Luciano Darderi(8),score_simulé
Hong Kong,Fabian Marozsan,Roman Safiullin,score_simulé
Hong Kong,Cameron Norrie,Learner Tien,score_simulé
Hong Kong,Marc-Andrea Huesler,Pavel Kotov(1),score_simulé
Hong Kong,Gabriel Diallo(2),Hugo Grenier(8),score_simulé
Hong Kong,Francesco Passaro(4),Denis Yevseyev,score_simulé
Hong Kong,Alejandro Moro Canas,Jie Cui(WC),score_simulé
Hong Kong,Pavel Kotov(1),Valentin Royer,score_simulé
Hong Kong,Gabriel Diallo(2),Ki Lung Ng(WC),score_simulé
Hong Kong,Alejandro Moro Canas,Daniel Altmaier(3),score_simulé
Hong Kong,Francesco Passaro(4),Aziz Dougaz,score_simulé
Hong Kong,Marc-Andrea Huesler,Laslo Djere(5),score_simulé
Hong Kong,Jie Cui(WC),Juan Manuel Cerundolo(6),score_simulé
Hong Kong,Denis Yevseyev,Cristian Garin(7),score_simulé
Hong Kong,Hugo Grenier(8),Terence Atmane,score_simulé
Hamburg,Flavio Cobolli,Andrey Rublev(3),score_simulé
Hamburg,Andrey Rublev(3),Felix Auger-Aliassime(6),score_simulé
Hamburg,Flavio Cobolli,Tomas Martin Etcheverry,score_simulé
Hamburg,Andrey Rublev(3),Luciano Darderi,score_simulé
Hamburg,Felix Auger-Aliassime(6),Alexandre Muller,score_simulé
Hamburg,Flavio Cobolli,Roberto Bautista Agut,score_simulé
Hamburg,Tomas Martin Etcheverry,Jiri Lehecka,score_simulé
Hamburg,Alexandre Muller,Alexander Zverev(1/WC),score_simulé
Hamburg,Roberto Bautista Agut,Frances Tiafoe(2),score_simulé
Hamburg,Andrey Rublev(3),Justin Engel(WC),score_simulé
Hamburg,Jiri Lehecka,Francisco Cerundolo(4),score_simulé
Hamburg,Flavio Cobolli,Alejandro Davidovich Fokina(5),score_simulé
Hamburg,Felix Auger-Aliassime(6),Giovanni Mpetshi Perricard,score_simulé
Hamburg,Luciano Darderi,Brandon Nakashima(7),score_simulé
Hamburg,Tomas Martin Etcheverry,Camilo Ugo Carabelli,score_simulé
Hamburg,Frances Tiafoe(2),Yunchaokete Bu,score_simulé
Hamburg,Alejandro Davidovich Fokina(5),Gael Monfils,score_simulé
Hamburg,Felix Auger-Aliassime(6),Daniel Altmaier,score_simulé
Hamburg,Camilo Ugo Carabelli,Sebastian Baez(8),score_simulé
Hamburg,Flavio Cobolli,Vitaliy Sachko(LL),score_simulé
Hamburg,Tomas Martin Etcheverry,Francisco Comesana,score_simulé
Hamburg,Giovanni Mpetshi Perricard,Alexander Bublik,score_simulé
Hamburg,Alexander Zverev(1/WC),Aleksandar Kovacevic(Q),score_simulé
Hamburg,Andrey Rublev(3),Damir Dzumhur,score_simulé
Hamburg,Brandon Nakashima(7),Raphael Collignon(Q),score_simulé
Hamburg,Roberto Bautista Agut,Marcos Giron,score_simulé
Hamburg,Justin Engel(WC),Jan-Lennard Struff(WC),score_simulé
Hamburg,Jiri Lehecka,Borna Gojo(Q),score_simulé
Hamburg,Alexandre Muller,Elias Ymer(Q),score_simulé
Hamburg,Francisco Cerundolo(4),Pedro Martinez,score_simulé
Hamburg,Luciano Darderi,Diego Dedura(WC),score_simulé
Hamburg,Aleksandar Kovacevic(2),Vitaliy Sachko(8),score_simulé
Hamburg,Raphael Collignon(4),Daniel Dutra da Silva,score_simulé
Hamburg,Borna Gojo(7/Alt),Dimitar Kuzmanov,score_simulé
Hamburg,Elias Ymer,Marko Topo(WC),score_simulé
Hamburg,Dimitar Kuzmanov,Aleksandar Vukic(1),score_simulé
Hamburg,Aleksandar Kovacevic(2),Max Wiskandt(WC),score_simulé
Hamburg,Elias Ymer,Christopher O'Connell(3),score_simulé
Hamburg,Raphael Collignon(4),Patrick Zahraj,score_simulé
Hamburg,Marko Topo(WC),Emilio Nava(5),score_simulé
Hamburg,Daniel Dutra da Silva,Max Hans Rehberg(6),score_simulé
Hamburg,Borna Gojo(7/Alt),Mika Petkovic(WC),score_simulé
Hamburg,Vitaliy Sachko(8),Denis Yevseyev,score_simulé
Eastbourne,Taylor Fritz(1),Jenson Brooksby(L),score_simulé
Eastbourne,Taylor Fritz(1),Alejandro Davidovich Fokina(6),score_simulé
Eastbourne,Jenson Brooksby(LL),Ugo Humbert(4),score_simulé
Eastbourne,Taylor Fritz(1),Marcos Giron,score_simulé
Eastbourne,Alejandro Davidovich Fokina(6),Jakub Mensik(3),score_simulé
Eastbourne,Ugo Humbert(4),Billy Harris(LL),score_simulé
Eastbourne,Jenson Brooksby(LL),Daniel Evans(WC),score_simulé
Eastbourne,Taylor Fritz(1),Joao Fonseca,score_simulé
Eastbourne,Daniel Evans(WC),Tommy Paul(2),score_simulé
Eastbourne,Jakub Mensik(3),Reilly Opelka(PR),score_simulé
Eastbourne,Ugo Humbert(4),Lorenzo Sonego,score_simulé
Eastbourne,Alejandro Davidovich Fokina(6),James Duckworth(Q),score_simulé
Eastbourne,Jenson Brooksby(LL),Nuno Borges(8),score_simulé
Eastbourne,Marcos Giron,Jacob Fearnley,score_simulé
Eastbourne,Billy Harris(LL),Mattia Bellucci(Q),score_simulé
Eastbourne,Jacob Fearnley,Flavio Cobolli(5),score_simulé
Eastbourne,Nuno Borges(8),Jack Pinnington Jones(WC),score_simulé
Eastbourne,Jenson Brooksby(LL),Francisco Comesana,score_simulé
Eastbourne,James Duckworth(Q),Aleksandar Vukic(Q),score_simulé
Eastbourne,Marcos Giron,Luciano Darderi,score_simulé
Eastbourne,Billy Harris(LL),Cameron Norrie(WC),score_simulé
Eastbourne,Reilly Opelka(PR),George Loffhagen(Q),score_simulé
Eastbourne,Alejandro Davidovich Fokina(6),Chun-Hsin Tseng(LL),score_simulé
Eastbourne,Mattia Bellucci(Q),Quentin Halys,score_simulé
Eastbourne,Daniel Evans(WC),Miomir Kecmanovic,score_simulé
Eastbourne,Joao Fonseca,Zizou Bergs,score_simulé
Eastbourne,Lorenzo Sonego,Fabian Marozsan,score_simulé
Eastbourne,Mattia Bellucci(1),Chun-Hsin Tseng(5),score_simulé
Eastbourne,Aleksandar Vukic(3),Jenson Brooksby,score_simulé
Eastbourne,James Duckworth(7),Johannus Monday,score_simulé
Eastbourne,George Loffhagen(WC),Billy Harris,score_simulé
Eastbourne,Mattia Bellucci(1),Marek Gengel,score_simulé
Eastbourne,Johannus Monday,Christopher O'Connell(2),score_simulé
Eastbourne,Aleksandar Vukic(3),Jay Clarke,score_simulé
Eastbourne,Billy Harris,Luca Nardi(4),score_simulé
Eastbourne,Chun-Hsin Tseng(5),Geoffrey Blancaneaux,score_simulé
Eastbourne,George Loffhagen(WC),Mackenzie McDonald(6),score_simulé
Eastbourne,James Duckworth(7),Henry Searle(WC),score_simulé
Eastbourne,Jenson Brooksby,Kamil Majchrzak(8),score_simulé
Rio De Janeiro,Sebastian Baez(5),Alexandre Muller,score_simulé
Rio De Janeiro,Sebastian Baez(5),Camilo Ugo Carabelli(LL),score_simulé
Rio De Janeiro,Alexandre Muller,Francisco Comesana,score_simulé
Rio De Janeiro,Francisco Comesana,Alexander Zverev(1),score_simulé
Rio De Janeiro,Alexandre Muller,Francisco Cerundolo(4),score_simulé
Rio De Janeiro,Sebastian Baez(5),Chun-Hsin Tseng(Q),score_simulé
Rio De Janeiro,Camilo Ugo Carabelli(LL),Jaime Faria(LL),score_simulé
Rio De Janeiro,Francisco Cerundolo(4),Luciano Darderi,score_simulé
Rio De Janeiro,Alexandre Muller,Tomas Martin Etcheverry(8),score_simulé
Rio De Janeiro,Jaime Faria(LL),Jaume Munar,score_simulé
Rio De Janeiro,Camilo Ugo Carabelli(LL),Damir Dzumhur,score_simulé
Rio De Janeiro,Alexander Zverev(1),Alexander Shevchenko,score_simulé
Rio De Janeiro,Sebastian Baez(5),Mariano Navone,score_simulé
Rio De Janeiro,Francisco Comesana,Nicolas Jarry(6),score_simulé
Rio De Janeiro,Chun-Hsin Tseng(Q),Thiago Monteiro(WC),score_simulé
Rio De Janeiro,Alexander Zverev(1),Yunchaokete Bu,score_simulé
Rio De Janeiro,Francisco Cerundolo(4),Hugo Gaston,score_simulé
Rio De Janeiro,Sebastian Baez(5),Roman Andres Burruchaga(LL),score_simulé
Rio De Janeiro,Camilo Ugo Carabelli(LL),Pedro Martinez(7),score_simulé
Rio De Janeiro,Tomas Martin Etcheverry(8),Corentin Moutet,score_simulé
Rio De Janeiro,Luciano Darderi,Hugo Dellien(Q),score_simulé
Rio De Janeiro,Damir Dzumhur,Dusan Lajovic,score_simulé
Rio De Janeiro,Jaime Faria(LL),Tomas Barrios Vera(Q),score_simulé
Rio De Janeiro,Alexandre Muller,Joao Fonseca(SE),score_simulé
Rio De Janeiro,Mariano Navone,Roberto Carballes Baena,score_simulé
Rio De Janeiro,Chun-Hsin Tseng(Q),Alejandro Tabilo(3),score_simulé
Rio De Janeiro,Nicolas Jarry(6),Juan Manuel Cerundolo(Q),score_simulé
Rio De Janeiro,Francisco Comesana,Gustavo Heide(WC),score_simulé
Rio De Janeiro,Thiago Monteiro(WC),Facundo Diaz Acosta,score_simulé
Rio De Janeiro,Jaume Munar,Thiago Seyboth Wild,score_simulé
Rio De Janeiro,Alexander Shevchenko,Felipe Meligeni Alves(WC),score_simulé
Rio De Janeiro,Tomas Barrios Vera,Camilo Ugo Carabelli(1),score_simulé
Rio De Janeiro,Juan Manuel Cerundolo,Jaime Faria(3),score_simulé
Rio De Janeiro,Hugo Dellien(4),Roman Andres Burruchaga,score_simulé
Rio De Janeiro,Chun-Hsin Tseng(6),Marco Trungelliti,score_simulé
Rio De Janeiro,Camilo Ugo Carabelli(1),Karue Sell(WC),score_simulé
Rio De Janeiro,Marco Trungelliti,Yannick Hanfmann(2),score_simulé
Rio De Janeiro,Jaime Faria(3),Mateus Alves(WC),score_simulé
Rio De Janeiro,Hugo Dellien(4),Juan Pablo Ficovich(Alt),score_simulé
Rio De Janeiro,Roman Andres Burruchaga,Federico Coria(5),score_simulé
Rio De Janeiro,Chun-Hsin Tseng(6),Joao Lucas Reis Da Silva(WC),score_simulé
Rio De Janeiro,Juan Manuel Cerundolo,Thiago Agustin Tirante(7),score_simulé
Rio De Janeiro,Tomas Barrios Vera,Cristian Garin(8),score_simulé
London,Carlos Alcaraz(1),Jiri Lehecka,score_simulé
London,Carlos Alcaraz(1),Roberto Bautista Agut,score_simulé
London,Jiri Lehecka,Jack Draper(2),score_simulé
London,Carlos Alcaraz(1),Arthur Rinderknech(LL),score_simulé
London,Jack Draper(2),Brandon Nakashima,score_simulé
London,Roberto Bautista Agut,Holger Rune(4),score_simulé
London,Jiri Lehecka,Jacob Fearnley,score_simulé
London,Carlos Alcaraz(1),Jaume Munar,score_simulé
London,Jacob Fearnley,Corentin Moutet(Q),score_simulé
London,Jiri Lehecka,Gabriel Diallo,score_simulé
London,Arthur Rinderknech(LL),Reilly Opelka(PR),score_simulé
London,Jack Draper(2),Alexei Popyrin,score_simulé
London,Holger Rune(4),Mackenzie McDonald(Q),score_simulé
London,Roberto Bautista Agut,Jakub Mensik(8),score_simulé
London,Brandon Nakashima,Daniel Evans(WC),score_simulé
London,Carlos Alcaraz(1),Adam Walton(LL),score_simulé
London,Jack Draper(2),Jenson Brooksby(PR),score_simulé
London,Corentin Moutet(Q),Taylor Fritz(3),score_simulé
London,Jiri Lehecka,Alex de Minaur(5),score_simulé
London,Arthur Rinderknech(LL),Ben Shelton(6),score_simulé
London,Gabriel Diallo,Billy Harris(WC),score_simulé
London,Jaume Munar,Jordan Thompson,score_simulé
London,Brandon Nakashima,Giovanni Mpetshi Perricard,score_simulé
London,Reilly Opelka(PR),Camilo Ugo Carabelli,score_simulé
London,Alexei Popyrin,Aleksandar Vukic(Q),score_simulé
London,Holger Rune(4),Christopher O'Connell(LL),score_simulé
London,Daniel Evans(WC),Frances Tiafoe(7),score_simulé
London,Jakub Mensik(8),Cameron Norrie(WC),score_simulé
London,Roberto Bautista Agut,Nuno Borges,score_simulé
London,Jacob Fearnley,Alex Bolt(Q),score_simulé
London,Mackenzie McDonald(Q),Gael Monfils,score_simulé
London,Aleksandar Vukic(6),Adam Walton,score_simulé
London,Alex Bolt(Alt),Christopher O'Connell(7),score_simulé
London,Corentin Moutet,Arthur Rinderknech(8),score_simulé
London,Mackenzie McDonald,Henry Searle(WC),score_simulé
London,Henry Searle(WC),Yunchaokete Bu(1),score_simulé
London,Adam Walton,Hamad Medjedovic(2),score_simulé
London,Corentin Moutet,Mattia Bellucci(3),score_simulé
London,Mackenzie McDonald,Aleksandar Kovacevic(5),score_simulé
London,Aleksandar Vukic(6),Juan Manuel Cerundolo,score_simulé
London,Christopher O'Connell(7),James Duckworth,score_simulé
London,Arthur Rinderknech(8),Johannus Monday(WC),score_simulé
London,Alex Bolt(Alt),Jay Clarke(WC),score_simulé
Kitzbuhel,Alexander Bublik(1),Arthur Cazaux,score_simulé
Kitzbuhel,Alexander Bublik(1),Botic van de Zandschulp,score_simulé
Kitzbuhel,Arthur Cazaux(SE),Arthur Rinderknech(6),score_simulé
Kitzbuhel,Alexander Bublik(1),Alexander Shevchenko,score_simulé
Kitzbuhel,Arthur Rinderknech(6),Yannick Hanfmann(Q),score_simulé
Kitzbuhel,Arthur Cazaux(SE),Jan-Lennard Struff(Q),score_simulé
Kitzbuhel,Botic van de Zandschulp,Thiago Seyboth Wild,score_simulé
Kitzbuhel,Alexander Bublik(1),Thiago Agustin Tirante,score_simulé
Kitzbuhel,Yannick Hanfmann(Q),Sebastian Baez(2),score_simulé
Kitzbuhel,Jan-Lennard Struff(Q),Pedro Martinez(3),score_simulé
Kitzbuhel,Thiago Seyboth Wild,Roberto Bautista Agut(4),score_simulé
Kitzbuhel,Arthur Rinderknech(6),Norbert Gombos(Q),score_simulé
Kitzbuhel,Arthur Cazaux(SE),Francisco Comesana(7),score_simulé
Kitzbuhel,Alexander Shevchenko,Marton Fucsovics(8),score_simulé
Kitzbuhel,Botic van de Zandschulp,Filip Misolic,score_simulé
Kitzbuhel,Filip Misolic,Tomas Martin Etcheverry(5),score_simulé
Kitzbuhel,Arthur Cazaux(SE),Ignacio Buse(SE),score_simulé
Kitzbuhel,Yannick Hanfmann(Q),Lukas Neumayer(WC),score_simulé
Kitzbuhel,Thiago Seyboth Wild,Justin Engel(NG),score_simulé
Kitzbuhel,Jan-Lennard Struff(Q),Sebastian Ofner,score_simulé
Kitzbuhel,Thiago Agustin Tirante,Jaime Faria,score_simulé
Kitzbuhel,Botic van de Zandschulp,Nicolas Jarry(WC),score_simulé
Kitzbuhel,Arthur Rinderknech(6),Facundo Bagnis(Q),score_simulé
Kitzbuhel,Francisco Comesana(7),Tristan Boyer,score_simulé
Kitzbuhel,Marton Fucsovics(8),Joel Schwaerzler(WC),score_simulé
Kitzbuhel,Norbert Gombos(Q),Hugo Gaston,score_simulé
Kitzbuhel,Alexander Shevchenko,Daniel Elahi Galan,score_simulé
Kitzbuhel,Jan-Lennard Struff(1),Jurij Rodionov(7),score_simulé
Kitzbuhel,Yannick Hanfmann(2),Andrej Martin(Alt),score_simulé
Kitzbuhel,Facundo Bagnis(PR),Thiago Monteiro(4),score_simulé
Kitzbuhel,Norbert Gombos(Alt),Radu Albot,score_simulé
Kitzbuhel,Jan-Lennard Struff(1),Nico Hipfl(WC),score_simulé
Kitzbuhel,Yannick Hanfmann(2),Albert Ramos-Vinolas,score_simulé
Kitzbuhel,Norbert Gombos(Alt),Martin Landaluce(3),score_simulé
Kitzbuhel,Thiago Monteiro(4),Neil Oberleitner(Alt),score_simulé
Kitzbuhel,Radu Albot,Jerome Kym(5),score_simulé
Kitzbuhel,Facundo Bagnis(PR),Henrique Rocha(6),score_simulé
Kitzbuhel,Jurij Rodionov(7),Sandro Kopp(WC),score_simulé
Kitzbuhel,Andrej Martin(Alt),Juan Carlos Prado Angelo(8),score_simulé
Stuttgart,Taylor Fritz(2),Alexander Zverev(1),score_simulé
Stuttgart,Alexander Zverev(1),Ben Shelton(3),score_simulé
Stuttgart,Taylor Fritz(2),Felix Auger-Aliassime(4),score_simulé
Stuttgart,Alexander Zverev(1),Brandon Nakashima(6),score_simulé
Stuttgart,Taylor Fritz(2),Marton Fucsovics(Q),score_simulé
Stuttgart,Ben Shelton(3),Jiri Lehecka(8),score_simulé
Stuttgart,Felix Auger-Aliassime(4),Justin Engel(WC),score_simulé
Stuttgart,Alexander Zverev(1),Corentin Moutet,score_simulé
Stuttgart,Felix Auger-Aliassime(4),Giovanni Mpetshi Perricard,score_simulé
Stuttgart,Brandon Nakashima(6),Learner Tien,score_simulé
Stuttgart,Justin Engel(WC),Alex Michelsen(7),score_simulé
Stuttgart,Taylor Fritz(2),Quentin Halys,score_simulé
Stuttgart,Ben Shelton(3),Pierre-Hugues Herbert(Q),score_simulé
Stuttgart,Jiri Lehecka(8),Jan-Lennard Struff(WC),score_simulé
Stuttgart,Marton Fucsovics(Q),Arthur Rinderknech,score_simulé
Stuttgart,Arthur Rinderknech,Denis Shapovalov(5),score_simulé
Stuttgart,Alex Michelsen(7),Gael Monfils,score_simulé
Stuttgart,Justin Engel(WC),James Duckworth(Q),score_simulé
Stuttgart,Marton Fucsovics(Q),Yannick Hanfmann(Q),score_simulé
Stuttgart,Quentin Halys,Lorenzo Sonego,score_simulé
Stuttgart,Pierre-Hugues Herbert(Q),Damir Dzumhur,score_simulé
Stuttgart,Corentin Moutet,Fabio Fognini(WC),score_simulé
Stuttgart,Learner Tien,Yoshihito Nishioka,score_simulé
Stuttgart,Brandon Nakashima(6),Jacob Fearnley,score_simulé
Stuttgart,Jiri Lehecka(8),Benjamin Bonzi,score_simulé
Stuttgart,Giovanni Mpetshi Perricard,Roman Safiullin,score_simulé
Stuttgart,Jan-Lennard Struff(WC),Matteo Arnaldi,score_simulé
Stuttgart,James Duckworth(1),Nikoloz Basilashvili(5),score_simulé
