tourney_name,winner_name,loser_name,score
Stuttgart,Yannick Hanfmann(6),Tristan Boyer(3),score_simulé
Stuttgart,Marton Fucsovics(4),Beibit Zhukayev,score_simulé
Stuttgart,Pierre-Hugues Herbert(7),Li Tu,score_simulé
Stuttgart,Beibit Zhukayev,Marc-Andrea Huesler(8),score_simulé
Stuttgart,James Duckworth(1),Benjamin Hassan,score_simulé
Stuttgart,Li Tu,Eliot Spizzirri(2),score_simulé
Stuttgart,Tristan Boyer(3),Duje Ajdukovic,score_simulé
Stuttgart,Marton Fucsovics(4),Patrick Zahraj(WC),score_simulé
Stuttgart,Nikoloz Basilashvili(5),Hugo Grenier,score_simulé
Stuttgart,Yannick Hanfmann(6),Max Wiskandt(WC),score_simulé
Stuttgart,Pierre-Hugues Herbert(7),Maximilian Marterer(Alt),score_simulé
Davis Cup Qualifiers 1St Rd,Zizou Bergs,Cristian Garin,score_simulé
Davis Cup Qualifiers 1St Rd,Remy Bertola,Martin Landaluce,score_simulé
Davis Cup Qualifiers 1St Rd,Gabriel Diallo,Fabian Marozsan,score_simulé
Davis Cup Qualifiers 1St Rd,Marton Fucsovics,Alexis Galarneau,score_simulé
Davis Cup Qualifiers 1St Rd,Giovanni Mpetshi Perricard,Matheus Pucinelli De Almeida,score_simulé
Davis Cup Qualifiers 1St Rd,Zizou Bergs,Tomas Barrios Vera,score_simulé
Davis Cup Qualifiers 1St Rd,Leo Borg,John Peers,score_simulé
Davis Cup Qualifiers 1St Rd,Roberto Carballes Baena,Jerome Kym,score_simulé
Davis Cup Qualifiers 1St Rd,Arthur Fils,Thiago Seyboth Wild,score_simulé
Davis Cup Qualifiers 1St Rd,Marton Fucsovics,Gabriel Diallo,score_simulé
Davis Cup Qualifiers 1St Rd,Cristian Garin,Alexander Blockx,score_simulé
Davis Cup Qualifiers 1St Rd,Norbert Gombos,Matej Dodig,score_simulé
Davis Cup Qualifiers 1St Rd,Ugo Humbert,Joao Fonseca,score_simulé
Davis Cup Qualifiers 1St Rd,Fabian Marozsan,Alexis Galarneau,score_simulé
Davis Cup Qualifiers 1St Rd,Pedro Martinez,Dominic Stricker,score_simulé
Davis Cup Qualifiers 1St Rd,Mackenzie McDonald,Tsung-Hao Huang,score_simulé
Davis Cup Qualifiers 1St Rd,Filip Misolic,Eero Vasa,score_simulé
Davis Cup Qualifiers 1St Rd,Elmer Moller,Hamad Medjedovic,score_simulé
Davis Cup Qualifiers 1St Rd,Kei Nishikori,Billy Harris,score_simulé
Davis Cup Qualifiers 1St Rd,Yoshihito Nishioka,Jacob Fearnley,score_simulé
Davis Cup Qualifiers 1St Rd,Holger Rune,Miomir Kecmanovic,score_simulé
Davis Cup Qualifiers 1St Rd,Ofek Shimanov,Daniel Masur,score_simulé
Davis Cup Qualifiers 1St Rd,Duje Ajdukovic,Lukas Klein,score_simulé
Davis Cup Qualifiers 1St Rd,Alex de Minaur,Mikael Ymer,score_simulé
Davis Cup Qualifiers 1St Rd,Jacob Fearnley,Kei Nishikori,score_simulé
Davis Cup Qualifiers 1St Rd,Marcos Giron,Chun-Hsin Tseng,score_simulé
Davis Cup Qualifiers 1St Rd,Yannick Hanfmann,Daniel Cukierman,score_simulé
Davis Cup Qualifiers 1St Rd,Miomir Kecmanovic,Elmer Moller,score_simulé
Davis Cup Qualifiers 1St Rd,Jiri Lehecka,Gerard Campana Lee,score_simulé
Davis Cup Qualifiers 1St Rd,Tomas Machac,Soonwoo Kwon,score_simulé
Davis Cup Qualifiers 1St Rd,Maximilian Marterer,Yshai Oliel,score_simulé
Davis Cup Qualifiers 1St Rd,Hamad Medjedovic,Holger Rune,score_simulé
Davis Cup Qualifiers 1St Rd,Alex Michelsen,Tung-Lin Wu,score_simulé
Davis Cup Qualifiers 1St Rd,Mariano Navone,Nicolai Budkov Kjaer,score_simulé
Davis Cup Qualifiers 1St Rd,Lukas Neumayer,Otto Virtanen,score_simulé
Davis Cup Qualifiers 1St Rd,Yoshihito Nishioka,Billy Harris,score_simulé
Davis Cup Qualifiers 1St Rd,Dino Prizmic,Jozef Kovalik,score_simulé
Davis Cup Qualifiers 1St Rd,Jurij Rodionov,Eero Vasa,score_simulé
Davis Cup Qualifiers 1St Rd,Casper Ruud,Tomas Martin Etcheverry,score_simulé
Davis Cup Qualifiers 1St Rd,Aleksandar Vukic,Leo Borg,score_simulé
Davis Cup Qualifiers 1St Rd,Tomas Martin Etcheverry,Nicolai Budkov Kjaer,score_simulé
Davis Cup Qualifiers 1St Rd,Casper Ruud,Mariano Navone,score_simulé
Dallas,Denis Shapovalov,Casper Ruud(2),score_simulé
Dallas,Casper Ruud(2),Jaume Munar,score_simulé
Dallas,Denis Shapovalov,Tommy Paul(3),score_simulé
Dallas,Casper Ruud(2),Yoshihito Nishioka,score_simulé
Dallas,Tommy Paul(3),Reilly Opelka(WC),score_simulé
Dallas,Denis Shapovalov,Tomas Machac(6),score_simulé
Dallas,Jaume Munar,Matteo Arnaldi(8),score_simulé
Dallas,Denis Shapovalov,Taylor Fritz(1),score_simulé
Dallas,Casper Ruud(2),Michael Mmoh(Q),score_simulé
Dallas,Tommy Paul(3),Ethan Quinn(Q),score_simulé
Dallas,Jaume Munar,Ben Shelton(4),score_simulé
Dallas,Yoshihito Nishioka,Frances Tiafoe(5),score_simulé
Dallas,Tomas Machac(6),Rinky Hijikata,score_simulé
Dallas,Matteo Arnaldi(8),Alejandro Davidovich Fokina,score_simulé
Dallas,Reilly Opelka(WC),Cameron Norrie,score_simulé
Dallas,Taylor Fritz(1),Arthur Rinderknech,score_simulé
Dallas,Tomas Machac(6),Kei Nishikori,score_simulé
Dallas,Michael Mmoh(Q),Roberto Carballes Baena,score_simulé
Dallas,Jaume Munar,Yunchaokete Bu,score_simulé
Dallas,Yoshihito Nishioka,Brandon Nakashima,score_simulé
Dallas,Reilly Opelka(WC),Alexander Shevchenko,score_simulé
Dallas,Denis Shapovalov,Miomir Kecmanovic,score_simulé
Dallas,Casper Ruud(2),James Duckworth(LL),score_simulé
Dallas,Tommy Paul(3),Jenson Brooksby(WC),score_simulé
Dallas,Ben Shelton(4),Aleksandar Vukic,score_simulé
Dallas,Cameron Norrie,Alex Michelsen(7),score_simulé
Dallas,Frances Tiafoe(5),Taro Daniel,score_simulé
Dallas,Matteo Arnaldi(8),Christopher Eubanks(Q),score_simulé
Dallas,Alejandro Davidovich Fokina,Brandon Holt(Q),score_simulé
Dallas,Rinky Hijikata,Adrian Mannarino,score_simulé
Dallas,Ethan Quinn(Q),Trevor Svajda(WC),score_simulé
Dallas,Ethan Quinn(7),James Duckworth(1),score_simulé
Dallas,Christopher Eubanks(2),Jack Pinnington Jones(Alt),score_simulé
Dallas,Brandon Holt,Ryan Seggerman(WC),score_simulé
Dallas,Michael Mmoh(PR),Georgi Georgiev(WC),score_simulé
Dallas,James Duckworth(1),Eric Hadigian(WC),score_simulé
Dallas,Christopher Eubanks(2),Aidan Mayo(Alt),score_simulé
Dallas,Michael Mmoh(PR),Tristan Boyer(3),score_simulé
Dallas,Ryan Seggerman(WC),Federico Agustin Gomez(4),score_simulé
Dallas,Brandon Holt,Mitchell Krueger(5),score_simulé
Dallas,Georgi Georgiev(WC),Radu Albot(6),score_simulé
Dallas,Ethan Quinn(7),James Trotter,score_simulé
Dallas,Jack Pinnington Jones(Alt),Zachary Svajda(8),score_simulé
Dubai,Stefanos Tsitsipas(4),Felix Auger-Aliassime,score_simulé
Dubai,Stefanos Tsitsipas(4),Tallon Griekspoor,score_simulé
Dubai,Felix Auger-Aliassime,Quentin Halys(Q),score_simulé
Dubai,Tallon Griekspoor,Daniil Medvedev(1),score_simulé
Dubai,Stefanos Tsitsipas(4),Matteo Berrettini,score_simulé
Dubai,Felix Auger-Aliassime,Marin Cilic(PR),score_simulé
Dubai,Quentin Halys(Q),Luca Nardi(LL),score_simulé
Dubai,Daniil Medvedev(1),Giovanni Mpetshi Perricard,score_simulé
Dubai,Stefanos Tsitsipas(4),Karen Khachanov,score_simulé
Dubai,Tallon Griekspoor,Ugo Humbert(5),score_simulé
Dubai,Felix Auger-Aliassime,Nuno Borges,score_simulé
Dubai,Matteo Berrettini,Christopher O'Connell(Q),score_simulé
Dubai,Marin Cilic(PR),Alexei Popyrin,score_simulé
Dubai,Quentin Halys(Q),Roberto Bautista Agut,score_simulé
Dubai,Luca Nardi(LL),Zizou Bergs,score_simulé
Dubai,Daniil Medvedev(1),Jan-Lennard Struff,score_simulé
Dubai,Marin Cilic(PR),Alex de Minaur(2),score_simulé
Dubai,Quentin Halys(Q),Andrey Rublev(3),score_simulé
Dubai,Ugo Humbert(5),Jiri Lehecka,score_simulé
Dubai,Christopher O'Connell(Q),Grigor Dimitrov(6),score_simulé
Dubai,Nuno Borges,Arthur Fils(8),score_simulé
Dubai,Felix Auger-Aliassime,Alexander Bublik,score_simulé
Dubai,Matteo Berrettini,Gael Monfils,score_simulé
Dubai,Tallon Griekspoor,Roman Safiullin(Q),score_simulé
Dubai,Luca Nardi(LL),Marton Fucsovics(Q),score_simulé
Dubai,Stefanos Tsitsipas(4),Lorenzo Sonego,score_simulé
Dubai,Roberto Bautista Agut,Fabian Marozsan,score_simulé
Dubai,Zizou Bergs,Aziz Dougaz(WC),score_simulé
Dubai,Karen Khachanov,Daniel Evans(WC),score_simulé
Dubai,Giovanni Mpetshi Perricard,Zhizhen Zhang,score_simulé
Dubai,Alexei Popyrin,Hady Habib(WC),score_simulé
Dubai,Roman Safiullin(1),Otto Virtanen(7),score_simulé
Dubai,Quentin Halys(2),Pavel Kotov(8),score_simulé
Dubai,Christopher O'Connell(3),Botic van de Zandschulp(6),score_simulé
Dubai,Marton Fucsovics(4),Luca Nardi(5),score_simulé
Dubai,Roman Safiullin(1),Nikoloz Basilashvili(WC),score_simulé
Dubai,Quentin Halys(2),Yasutaka Uchiyama,score_simulé
Dubai,Christopher O'Connell(3),Abdulrahman Al Janahi(WC),score_simulé
Dubai,Marton Fucsovics(4),Jozef Kovalik,score_simulé
Dubai,Luca Nardi(5),Lloyd Harris,score_simulé
Dubai,Botic van de Zandschulp(6),Andrea Vavassori(WC),score_simulé
Dubai,Otto Virtanen(7),Mikhail Kukushkin,score_simulé
Dubai,Pavel Kotov(8),Yosuke Watanuki(PR),score_simulé
Santiago,Laslo Djere,Sebastian Baez(3),score_simulé
Santiago,Laslo Djere,Francisco Cerundolo(1),score_simulé
Santiago,Sebastian Baez(3),Camilo Ugo Carabelli,score_simulé
Santiago,Francisco Cerundolo(1),Tomas Martin Etcheverry(5),score_simulé
Santiago,Sebastian Baez(3),Damir Dzumhur,score_simulé
Santiago,Laslo Djere,Jaime Faria,score_simulé
Santiago,Camilo Ugo Carabelli,Federico Coria,score_simulé
Santiago,Federico Coria,Alejandro Tabilo(2),score_simulé
Santiago,Sebastian Baez(3),Francisco Comesana,score_simulé
Santiago,Damir Dzumhur,Mariano Navone(6),score_simulé
Santiago,Camilo Ugo Carabelli,Thiago Monteiro,score_simulé
Santiago,Francisco Cerundolo(1),Yannick Hanfmann,score_simulé
Santiago,Laslo Djere,Pedro Martinez(4),score_simulé
Santiago,Tomas Martin Etcheverry(5),Cristian Garin(WC),score_simulé
Santiago,Jaime Faria,Gustavo Heide(Q),score_simulé
Santiago,Tomas Martin Etcheverry(5),Hugo Gaston,score_simulé
Santiago,Mariano Navone(6),Alexander Shevchenko,score_simulé
Santiago,Camilo Ugo Carabelli,Nicolas Jarry(7),score_simulé
Santiago,Jaime Faria,Luciano Darderi(8),score_simulé
Santiago,Francisco Comesana,Felipe Meligeni Alves(Q),score_simulé
Santiago,Federico Coria,Tomas Barrios Vera(WC),score_simulé
Santiago,Damir Dzumhur,Corentin Moutet,score_simulé
Santiago,Thiago Monteiro,Juan Manuel Cerundolo(Q),score_simulé
Santiago,Laslo Djere,Ignacio Buse(WC),score_simulé
Santiago,Cristian Garin(WC),Juan Pablo Ficovich(Q),score_simulé
Santiago,Yannick Hanfmann,Facundo Diaz Acosta,score_simulé
Santiago,Gustavo Heide(Q),Thiago Seyboth Wild,score_simulé
Santiago,Juan Manuel Cerundolo(1),Orlando Luz(Alt),score_simulé
Santiago,Gustavo Heide(5),Thiago Agustin Tirante(2),score_simulé
Santiago,Juan Pablo Ficovich(6),Roman Andres Burruchaga(3),score_simulé
Santiago,Felipe Meligeni Alves(4),Juan Pablo Varillas(8),score_simulé
Santiago,Juan Manuel Cerundolo(1),Matias Soto,score_simulé
Santiago,Thiago Agustin Tirante(2),Pol Martin Tiffon(Alt),score_simulé
Santiago,Roman Andres Burruchaga(3),Kilian Feldbausch(WC),score_simulé
Santiago,Felipe Meligeni Alves(4),Bastian Malla(WC),score_simulé
Santiago,Gustavo Heide(5),Genaro Alberto Olivieri(Alt),score_simulé
Santiago,Juan Pablo Ficovich(6),Adolfo Daniel Vallejo,score_simulé
Santiago,Juan Pablo Varillas(8),Emilio Nava,score_simulé
Santiago,Orlando Luz(Alt),Ryan Seggerman(Alt),score_simulé
Los Cabos,Denis Shapovalov(3),Aleksandar Kovacevic(7),score_simulé
Los Cabos,Aleksandar Kovacevic(7),Andrey Rublev(1),score_simulé
Los Cabos,Denis Shapovalov(3),Adam Walton(8),score_simulé
Los Cabos,Andrey Rublev(1),Emilio Nava,score_simulé
Los Cabos,Denis Shapovalov(3),Tristan Schoolkate,score_simulé
Los Cabos,Aleksandar Kovacevic(7),Juan Pablo Ficovich,score_simulé
Los Cabos,Adam Walton(8),James Duckworth,score_simulé
Los Cabos,Andrey Rublev(1),Alex Hernandez(WC),score_simulé
Los Cabos,James Duckworth,Alejandro Davidovich Fokina(2),score_simulé
Los Cabos,Denis Shapovalov(3),Govind Nanda(Q),score_simulé
Los Cabos,Juan Pablo Ficovich,Quentin Halys(4),score_simulé
Los Cabos,Tristan Schoolkate,Daniel Altmaier(5),score_simulé
Los Cabos,Emilio Nava,Yunchaokete Bu(6),score_simulé
Los Cabos,Aleksandar Kovacevic(7),Luis Carlos Alvarez(WC),score_simulé
Los Cabos,Adam Walton(8),Nishesh Basavareddy,score_simulé
Los Cabos,Daniel Altmaier(5),Mitchell Krueger,score_simulé
Los Cabos,Yunchaokete Bu(6),Alan Magadan(Q),score_simulé
Los Cabos,Adam Walton(8),Rodrigo Pacheco Mendez(WC),score_simulé
Los Cabos,Luis Carlos Alvarez(WC),James McCabe,score_simulé
Los Cabos,Nishesh Basavareddy,Nicolas Mejia(Q),score_simulé
Los Cabos,James Duckworth,Adrian Mannarino,score_simulé
Los Cabos,Govind Nanda(Q),Colton Smith,score_simulé
Los Cabos,Tristan Schoolkate,Yibing Wu(Q),score_simulé
Los Cabos,Aleksandar Kovacevic(7),Hady Habib,score_simulé
Los Cabos,Juan Pablo Ficovich,Alibek Kachmazov,score_simulé
Los Cabos,Alex Hernandez(WC),Taro Daniel,score_simulé
Los Cabos,Emilio Nava,Aleksandar Vukic,score_simulé
Los Cabos,Alan Magadan(Alt),Mark Lajal(1),score_simulé
Los Cabos,Nicolas Mejia(5),Murphy Cassone(2),score_simulé
Los Cabos,Yibing Wu(6),Bernard Tomic(4),score_simulé
Los Cabos,Govind Nanda(8),Taha Baadi(Alt),score_simulé
Los Cabos,Mark Lajal(1),Luca Lemaitre(WC),score_simulé
Los Cabos,Murphy Cassone(2),Evan Zhu(Alt),score_simulé
Los Cabos,Taha Baadi(Alt),Yasutaka Uchiyama(3),score_simulé
Los Cabos,Bernard Tomic(4),Elijah Strode(Alt),score_simulé
Los Cabos,Nicolas Mejia(5),Isaiah Strode(Alt),score_simulé
Los Cabos,Yibing Wu(6),Braden Shick(Alt),score_simulé
Los Cabos,Alan Magadan(Alt),Moerani Bouzige(7/Alt),score_simulé
Los Cabos,Govind Nanda(8),Strong Kirchheimer(WC),score_simulé
Washington,Alex De Minaur(7),Alejandro Davidovich Fokina(12),score_simulé
Washington,Alejandro Davidovich Fokina(12),Ben Shelton(4),score_simulé
Washington,Alex de Minaur(7),Corentin Moutet(LL),score_simulé
Washington,Alejandro Davidovich Fokina(12),Taylor Fritz(1),score_simulé
Washington,Ben Shelton(4),Frances Tiafoe(6),score_simulé
Washington,Alex de Minaur(7),Brandon Nakashima(14),score_simulé
Washington,Corentin Moutet(LL),Daniil Medvedev(8),score_simulé
Washington,Taylor Fritz(1),Matteo Arnaldi,score_simulé
Washington,Ben Shelton(4),Gabriel Diallo(15),score_simulé
Washington,Frances Tiafoe(6),Flavio Cobolli(9),score_simulé
Washington,Alex de Minaur(7),Jiri Lehecka(11),score_simulé
Washington,Daniil Medvedev(8),Yibing Wu(Q),score_simulé
Washington,Alejandro Davidovich Fokina(12),Learner Tien,score_simulé
Washington,Brandon Nakashima(14),Cameron Norrie,score_simulé
Washington,Corentin Moutet(LL),Daniel Evans(WC),score_simulé
Washington,Taylor Fritz(1),Aleksandar Vukic,score_simulé
Washington,Learner Tien,Andrey Rublev(5),score_simulé
Washington,Frances Tiafoe(6),Aleksandar Kovacevic,score_simulé
Washington,Alex de Minaur(7),Yunchaokete Bu,score_simulé
Washington,Daniil Medvedev(8),Reilly Opelka,score_simulé
Washington,Flavio Cobolli(9),Yoshihito Nishioka,score_simulé
Washington,Yibing Wu(Q),Alexei Popyrin(10),score_simulé
Washington,Jiri Lehecka(11),Zachary Svajda(Q),score_simulé
Washington,Alejandro Davidovich Fokina(12),Jaume Munar,score_simulé
Washington,Matteo Arnaldi,Lorenzo Sonego(16),score_simulé
Washington,Cameron Norrie,Lorenzo Musetti(2),score_simulé
Washington,Ben Shelton(4),Mackenzie McDonald(WC),score_simulé
Washington,Daniel Evans(WC),Alex Michelsen(13),score_simulé
Washington,Brandon Nakashima(14),Ethan Quinn(WC),score_simulé
Washington,Gabriel Diallo(15),Fabian Marozsan,score_simulé
Washington,Corentin Moutet(LL),Alexandre Muller,score_simulé
Washington,Yunchaokete Bu,David Goffin,score_simulé
Washington,Aleksandar Kovacevic,Quentin Halys,score_simulé
Washington,Jaume Munar,Marcos Giron,score_simulé
Washington,Zachary Svajda(Q),Miomir Kecmanovic,score_simulé
Washington,Yibing Wu(Q),Gael Monfils,score_simulé
Washington,Matteo Arnaldi,Daniel Altmaier,score_simulé
Washington,Daniel Evans(WC),Zizou Bergs,score_simulé
Washington,Fabian Marozsan,Benjamin Bonzi,score_simulé
Washington,Mackenzie McDonald(WC),Colton Smith(Q),score_simulé
Washington,Alexandre Muller,Beibit Zhukayev(Q),score_simulé
Washington,Yoshihito Nishioka,Jenson Brooksby(PR),score_simulé
Washington,Cameron Norrie,Billy Harris(Q),score_simulé
Washington,Reilly Opelka,Murphy Cassone(Q),score_simulé
Washington,Ethan Quinn(WC),Christopher O'Connell,score_simulé
Washington,Learner Tien,Emilio Nava(WC),score_simulé
Washington,Aleksandar Vukic,Giovanni Mpetshi Perricard,score_simulé
Washington,Yibing Wu,Corentin Moutet(1),score_simulé
Washington,Murphy Cassone(11),Rinky Hijikata(2),score_simulé
Washington,Colton Smith(4),Tyler Zink,score_simulé
Washington,Billy Harris(5),Moerani Bouzige,score_simulé
Washington,Zachary Svajda(6),Yosuke Watanuki(9),score_simulé
Washington,Beibit Zhukayev,Andrea Vavassori(Alt),score_simulé
Washington,Zachary Svajda(6),Bernard Tomic(WC),score_simulé
Washington,Corentin Moutet(1),Karue Sell,score_simulé
Washington,Rinky Hijikata(2),Adhithya Ganesan(WC),score_simulé
Washington,Colton Smith(4),Andrew Fenty(WC),score_simulé
Washington,Billy Harris(5),Marek Gengel,score_simulé
Washington,Tyler Zink,Taro Daniel(7),score_simulé
Washington,Yibing Wu,Mitchell Krueger(8),score_simulé
Washington,Yosuke Watanuki(9),Jake Fellows(WC),score_simulé
Washington,Beibit Zhukayev,James McCabe(10),score_simulé
Washington,Murphy Cassone(11),Thai-Son Kwiatkowski(PR),score_simulé
Washington,Moerani Bouzige,Govind Nanda(Alt),score_simulé
Washington,Andrea Vavassori(Alt),Alfredo Perez(Alt),score_simulé
Brisbane,Jiri Lehecka,Reilly Opelka(PR),score_simulé
Brisbane,Jiri Lehecka,Grigor Dimitrov(2),score_simulé
Brisbane,Reilly Opelka(PR),Giovanni Mpetshi Perricard,score_simulé
Brisbane,Reilly Opelka(PR),Novak Djokovic(1),score_simulé
Brisbane,Grigor Dimitrov(2),Jordan Thompson(8),score_simulé
Brisbane,Jiri Lehecka,Nicolas Jarry,score_simulé
Brisbane,Giovanni Mpetshi Perricard,Jakub Mensik,score_simulé
Brisbane,Novak Djokovic(1),Gael Monfils,score_simulé
Brisbane,Giovanni Mpetshi Perricard,Frances Tiafoe(4),score_simulé
Brisbane,Jakub Mensik,Dusan Lajovic(LL),score_simulé
Brisbane,Reilly Opelka(PR),Matteo Arnaldi,score_simulé
Brisbane,Grigor Dimitrov(2),Aleksandar Vukic(WC),score_simulé
Brisbane,Jordan Thompson(8),Alex Michelsen,score_simulé
Brisbane,Nicolas Jarry,Benjamin Bonzi(Q),score_simulé
Brisbane,Jiri Lehecka,Yoshihito Nishioka(Q),score_simulé
Brisbane,Novak Djokovic(1),Rinky Hijikata(WC),score_simulé
Brisbane,Frances Tiafoe(4),Adam Walton(WC),score_simulé
Brisbane,Matteo Arnaldi,Alexei Popyrin(7),score_simulé
Brisbane,Dusan Lajovic(LL),Arthur Cazaux,score_simulé
Brisbane,Jakub Mensik,Mikhail Kukushkin(Q),score_simulé
Brisbane,Gael Monfils,Nishesh Basavareddy(Q),score_simulé
Brisbane,Giovanni Mpetshi Perricard,Nick Kyrgios(PR),score_simulé
Brisbane,Reilly Opelka(PR),Federico Agustin Gomez(Q),score_simulé
Brisbane,Grigor Dimitrov(2),Yannick Hanfmann(Q),score_simulé
Brisbane,Jiri Lehecka,Holger Rune(3),score_simulé
Brisbane,Benjamin Bonzi(Q),Alejandro Tabilo(6),score_simulé
Brisbane,Jordan Thompson(8),Matteo Berrettini,score_simulé
Brisbane,Nicolas Jarry,Mariano Navone,score_simulé
Brisbane,Alex Michelsen,Christopher O'Connell,score_simulé
Brisbane,Yoshihito Nishioka(Q),Arthur Rinderknech,score_simulé
Brisbane,Aleksandar Vukic(WC),David Goffin,score_simulé
Brisbane,Yoshihito Nishioka(1),Li Tu,score_simulé
Brisbane,Benjamin Bonzi(2),Adrian Andreev,score_simulé
Brisbane,Federico Agustin Gomez(11),Dusan Lajovic(3),score_simulé
Brisbane,Yannick Hanfmann(5),Richard Gasquet(9),score_simulé
Brisbane,Nishesh Basavareddy(12),Lucas Pouille(6),score_simulé
Brisbane,Mikhail Kukushkin(7),Tristan Schoolkate,score_simulé
Brisbane,Yoshihito Nishioka(1),Alex Bolt,score_simulé
Brisbane,Benjamin Bonzi(2),James McCabe(WC),score_simulé
Brisbane,Dusan Lajovic(3),Casey Hoole(WC),score_simulé
Brisbane,Tristan Schoolkate,James Duckworth(4),score_simulé
Brisbane,Yannick Hanfmann(5),Jacob Bradshaw(WC),score_simulé
Brisbane,Lucas Pouille(6),Jason Kubler(PR),score_simulé
Brisbane,Mikhail Kukushkin(7),Andrea Collarini,score_simulé
Brisbane,Adrian Andreev,Chun-Hsin Tseng(8),score_simulé
Brisbane,Richard Gasquet(9),Derek Pham(WC),score_simulé
Brisbane,Li Tu,Lukas Klein(10),score_simulé
Brisbane,Federico Agustin Gomez(11),Ugo Blanchet,score_simulé
Brisbane,Nishesh Basavareddy(12),Borna Gojo(PR),score_simulé
Umag,Luciano Darderi(2),Carlos Taberner,score_simulé
Umag,Luciano Darderi(2),Camilo Ugo Carabelli(3),score_simulé
Umag,Carlos Taberner,Damir Dzumhur(4),score_simulé
Umag,Luciano Darderi(2),Dino Prizmic(WC),score_simulé
Umag,Camilo Ugo Carabelli(3),Pablo Llamas Ruiz(Q),score_simulé
Umag,Damir Dzumhur(4),Titouan Droguet(Q),score_simulé
Umag,Carlos Taberner,Jesper de Jong,score_simulé
Umag,Carlos Taberner,Francisco Cerundolo(1),score_simulé
Umag,Luciano Darderi(2),Chun-Hsin Tseng,score_simulé
Umag,Damir Dzumhur(4),Stan Wawrinka,score_simulé
Umag,Jesper de Jong,Mariano Navone(5),score_simulé
Umag,Titouan Droguet(Q),Vit Kopriva(8),score_simulé
Umag,Dino Prizmic(WC),Nikoloz Basilashvili,score_simulé
Umag,Camilo Ugo Carabelli(3),Francesco Passaro,score_simulé
Umag,Pablo Llamas Ruiz(Q),Terence Atmane,score_simulé
Umag,Jesper de Jong,Mili Poljicak(WC),score_simulé
Umag,Dino Prizmic(WC),Elmer Moller,score_simulé
Umag,Mariano Navone(5),Tomas Barrios Vera,score_simulé
Umag,Nikoloz Basilashvili,Roberto Carballes Baena(6),score_simulé
Umag,Pablo Llamas Ruiz(Q),Kamil Majchrzak(7),score_simulé
Umag,Terence Atmane,Dusan Lajovic,score_simulé
Umag,Titouan Droguet(Q),Cristian Garin,score_simulé
Umag,Carlos Taberner,Pierre-Hugues Herbert,score_simulé
Umag,Chun-Hsin Tseng,Giulio Zeppieri(Q),score_simulé
Umag,Stan Wawrinka,Alvaro Guillen Meza(Q),score_simulé
Umag,Vit Kopriva(8),Raphael Collignon,score_simulé
Umag,Francesco Passaro,Matej Dodig(WC),score_simulé
Umag,Pablo Llamas Ruiz(PR),Andrea Pellegrino(1),score_simulé
Umag,Titouan Droguet(7),Vilius Gaubas(2),score_simulé
Umag,Giulio Zeppieri(PR),Luca Van Assche(8),score_simulé
Umag,Alvaro Guillen Meza,Luka Mikrut(WC),score_simulé
Umag,Andrea Pellegrino(1),Vitaliy Sachko,score_simulé
Umag,Vilius Gaubas(2),Federico Arnaboldi,score_simulé
Umag,Luka Mikrut(WC),Marco Trungelliti(3),score_simulé
Umag,Giulio Zeppieri(PR),Federico Coria(4),score_simulé
Umag,Pablo Llamas Ruiz(PR),Kyrian Jacquet(5),score_simulé
Umag,Alvaro Guillen Meza,Ugo Blanchet(6),score_simulé
Umag,Titouan Droguet(7),Niels McDonald(WC),score_simulé
Umag,Luca Van Assche(8),Marco Cecchinato(Alt),score_simulé
Halle,Alexander Bublik,Daniil Medvedev(3),score_simulé
Halle,Daniil Medvedev(3),Alexander Zverev(2),score_simulé
Halle,Alexander Bublik,Karen Khachanov(8),score_simulé
Halle,Alexander Zverev(2),Flavio Cobolli,score_simulé
Halle,Daniil Medvedev(3),Alex Michelsen,score_simulé
Halle,Alexander Bublik,Tomas Machac(7),score_simulé
Halle,Karen Khachanov(8),Tomas Martin Etcheverry,score_simulé
Halle,Alexander Bublik,Jannik Sinner(1),score_simulé
Halle,Alexander Zverev(2),Lorenzo Sonego,score_simulé
Halle,Tomas Martin Etcheverry,Andrey Rublev(4),score_simulé
Halle,Tomas Machac(7),Fabian Marozsan,score_simulé
Halle,Karen Khachanov(8),Felix Auger-Aliassime,score_simulé
Halle,Flavio Cobolli,Denis Shapovalov,score_simulé
Halle,Daniil Medvedev(3),Quentin Halys,score_simulé
Halle,Alex Michelsen,Stefanos Tsitsipas,score_simulé
Halle,Alexander Zverev(2),Marcos Giron,score_simulé
Halle,Karen Khachanov(8),Zizou Bergs,score_simulé
Halle,Jannik Sinner(1),Yannick Hanfmann(Q),score_simulé
Halle,Andrey Rublev(4),Sebastian Ofner(Q),score_simulé
Halle,Alex Michelsen,Francisco Cerundolo(5),score_simulé
Halle,Denis Shapovalov,Ugo Humbert(6),score_simulé
Halle,Tomas Machac(7),Jesper de Jong(LL),score_simulé
Halle,Felix Auger-Aliassime,Laslo Djere(Q),score_simulé
Halle,Flavio Cobolli,Joao Fonseca(WC),score_simulé
Halle,Tomas Martin Etcheverry,Pedro Martinez,score_simulé
Halle,Lorenzo Sonego,Jan-Lennard Struff(WC),score_simulé
Halle,Daniil Medvedev(3),Daniel Altmaier(WC),score_simulé
Halle,Alexander Bublik,Alexandre Muller,score_simulé
